,file.name,threshold_30,threshold_25,salvageable_30,tentative_score,new_threshold,trim_before,trim_after,recommendation,WTSP notes,resamp_useable,resamp_new_threshold,resamp_trim_before,resamp_trim_after,resamp_notes
67,ML66793_terminal_strophes.wav,yes,yes,,,NA,0,1.494829932,,,,NA,0,,
68,ML73982_terminal_strophes.wav,yes,yes,,,NA,0,1.076712018,,,,NA,0,,
69,ML73984_terminal_strophes.wav,yes,yes,,,NA,0,1.038798186,,,,NA,0,,inconsistent triplet (singer)
70,ML73990_terminal_strophes.wav,yes,yes,,,NA,0,1.699546485,,,,NA,0,,
71,ML77095_terminal_strophes.wav,yes,yes,,,NA,0,1.762380952,,,,NA,0,,
72,ML84752_terminal_strophes.wav,yes,yes,,,NA,0,1.159863946,,,,NA,0,,
73,ML98806_terminal_strophes.wav,yes,yes,,,NA,0,1.085827664,,,,NA,0,,
74,ML98816_terminal_strophes.wav,yes,yes,,,NA,0,1.168367347,,,,NA,0,,
75,ML100883_terminal_strophes.wav,yes,yes,,,NA,0,1.371201814,,,,NA,0,,
76,ML107292_terminal_strophes.wav,no,yes,yes,,NA,0,1.525736961,,,,30,0,,missed duration; inconsistent triplet (singer)
77,ML117995_terminal_strophes.wav,no,yes,yes,,NA,0,1.675034014,,,,20,0,,
78,ML133972_terminal_strophes.wav,no,no,no,,NA,0,1.684716553,,,no,NA,0,,
79,ML136579_terminal_strophes.wav,yes,yes,,,NA,0,1.362290249,,,,NA,0,,
80,ML140282_terminal_strophes.wav,yes,yes,,,NA,0,1.851292517,,,,NA,0,,
81,ML146267_terminal_strophes.wav,yes,yes,,,NA,0,1.488571429,,,,NA,0,,
82,ML169021_terminal_strophes.wav,yes,yes,,,NA,0,1.898888889,,,,NA,0,,
83,ML205319_terminal_strophes.wav,yes,yes,,,NA,0,1.164512472,,,,NA,0,,
84,ML219798_terminal_strophes.wav,yes,yes,,,NA,0,1.643628118,,,,NA,0,,
85,ML219799_terminal_strophes.wav,yes,yes,,,NA,0,1.684965986,,,,NA,0,,
86,ML224605_terminal_strophes.wav,yes,yes,,,NA,0,1.265079365,,,,NA,0,,
87,ML224609_terminal_strophes.wav,yes,yes,,,NA,0,1.227823129,,,,NA,0,,
88,ML20752341_terminal_strophes.wav,no,no,no,,NA,0,1.378480726,,,no,NA,0,,
89,ML21866961_terminal_strophes.wav,no,no,no,,NA,0,1.202970522,,,no,NA,0,,
90,ML26983461_terminal_strophes.wav,no,no,no,doublet?,NA,0,2.101125,,,no,NA,0,,
91,ML27192051_terminal_strophes.wav,no,no,no,doublet drops,NA,0,0.9,,,,14,0,,
92,ML27192071_terminal_strophes.wav,no,use,no,doublet,10,0,0.85,,,,10,0,,
93,ML27522691_terminal_strophes.wav,yes,use,,,20,0,1.300113379,,,,NA,0,,
94,ML28196461_terminal_strophes.wav,no,no,no,doublet drops,NA,0,1.294333333,,,,NA,0.42,,insonsistent triplet (singer? recording?)
95,ML29893601_terminal_strophes.wav,no,no,no,doublet drops,NA,0,1.222104167,,,,22,0,,could go either way; inconsistent triplet (singer)
96,ML31406421_terminal_strophes.wav,no,no,no,NA,NA,0,1.8128125,,,no,NA,0,,
97,ML31612451_terminal_strophes_doublet.wav,no,no,no,doublet drops?,NA,0.45,1.619274376,where do i trim?,,,NA,0.6,,
98,ML31612451_terminal_strophes_triplet.wav,yes,yes,,,NA,0,1.424217687,,,no,NA,0,,
99,ML31716761_terminal_strophes.wav,no,no,no,NA,NA,0,1.775333333,,,no,NA,0,,
100,ML34904071_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.078375,,,,34,0,,
101,ML38458241_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.949183673,,,,30,0,,
102,ML39355611_terminal_strophes_doublet.wav,yes,yes,,doublet,NA,0,1.14707483,,,,NA,0,,
103,ML39355611_terminal_strophes_triplet.wav,no,no,no,,NA,0,1.553492063,,,,10,0,,
104,ML39355641_terminal_strophes.wav,no,yes,yes,,NA,0,1.402993197,,,,27,0,,
105,ML39901471_terminal_strophes.wav,yes,yes,,,NA,0,2.049291667,,,,NA,0,,
106,ML39908121_terminal_strophes.wav,yes,yes,,,NA,0,1.123833333,,,,NA,0,,
107,ML41194381_terminal_strophes.wav,no,no,no,,NA,0,1.277845805,,,no,NA,0,,
108,ML41694471_terminal_strophes.wav,no,yes,yes,,NA,0,1.441583333,,,,25,0,,
109,ML47699151_terminal_strophes.wav,no,no,no,NA,NA,0,2.481836735,,,no,NA,0,,
110,ML47740971_terminal_strophes.wav,no,no,no,NA,NA,0,2.137791667,,,no,NA,0,,
111,ML49064811_terminal_strophes.wav,no,yes,yes,doublet drops,NA,0,1.600854167,,,,5,0,,
112,ML51018801_terminal_strophes.wav,yes,yes,,,NA,0,1.816938776,,,,20,0,,missed duration
113,ML52577121_terminal_strophes.wav,no,use,yes,,10,0,1.394829932,,,,15,0,,
114,ML52836791_terminal_strophes.wav,no,no,no,doublet,NA,0,1.721364583,,,,13,0,,
115,ML52837721_terminal_strophes.wav,no,use,no,,20,0,1.713958333,,,,27,0,,
116,ML54188011_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.680952381,,,,NA,0,,
117,ML54340501_terminal_strophes.wav,trim,yes,yes,doublet drops,NA,0,1.259625,,,,NA,0,0.9,
118,ML54362381_terminal_strophes.wav,no,no,no,,NA,0,1.605104167,,,no,NA,0,,
119,ML54492741_terminal_strophes.wav,no,no,no,,NA,0,1.2904375,,,,15,0,,
120,ML54547061_terminal_strophes.wav,no,no,yes,,NA,0,2.054166667,,,,10,0,,
121,ML54554911_terminal_strophes.wav,no,use,yes,,19,0,1.277666667,,,,25,0,,
122,ML54610761_terminal_strophes.wav,no,no,no,NA,NA,0,1.7020625,,,no,NA,0,,
123,ML54838341_terminal_strophes.wav,no,yes,yes,doublet,NA,0,1.256291667,,,,30,0,,
124,ML55055931_terminal_strophes.wav,no,use,yes,,15,0,1.830725624,,,,20,0,,
125,ML55350731_terminal_strophes.wav,no,no,no,,NA,0,1.351020408,,,no,NA,0,,
126,ML55593151_terminal_strophes.wav,no,use,yes,,20,0,2.023287982,,,,27,0,,
127,ML56021031_terminal_strophes.wav,yes,yes,,,NA,0,1.39553288,,,,33,0,,
128,ML56998831_terminal_strophes.wav,trim,yes,yes,doublet drops,NA,0,1.202333333,,,,33,0,,
129,ML57168021_terminal_strophes.wav,no,no,no,,NA,0,2.008,,,,17,0,,
130,ML93491201_terminal_strophes.wav,no,use,yes,,20,0,1.164416667,,,,20,0,,
131,ML93553411_terminal_strophes.wav,trim,yes,yes,doublet drops,NA,0,1.778503401,,,,25,0,,missed duration
132,ML93834681_terminal_strophes.wav,no,use/trim,yes,,27,0,1.35,alt: threshold 20,,,33,0,,
133,ML94043581_terminal_strophes.wav,no,no,no,,NA,0,1.617573696,,,no,NA,0,,
134,ML94120091_terminal_strophes.wav,no,no,no,doublet drops,NA,0,1.15,,,,19,0,1.5,
135,ML94146141_terminal_strophes.wav,no,no,no,,NA,0,1.333741497,,,,10,0,,
136,ML94149261_terminal_strophes.wav,yes,yes,,doublet,NA,0,1.131020833,,,,NA,0,,
137,ML94685391_terminal_strophes.wav,no,no,yes,,NA,0,1.428604167,,,,25,0,,
138,ML94746021_terminal_strophes.wav,no,no,no,doublet,NA,0,2.178604167,,,no,NA,0,,
139,ML95743871_terminal_strophes.wav,no,no,no,,NA,0,1.427891156,,,no,NA,0,,
140,ML95939711_terminal_strophes.wav,no,no,no,NA,NA,0,2.470521542,,,no,NA,0,,
141,ML95963851_terminal_strophes.wav,no,use,yes,,20,0,1.325666667,,,,25,0,,
142,ML96083341_terminal_strophes.wav,no,no,no,,NA,0,1.337732426,,,no,NA,0,,
143,ML96722551_terminal_strophes.wav,no,no,yes,doublet,NA,0,1.2,"tiny tiny gap? alt: threshold to 20%, trim at 1.2",,no,NA,0,,
144,ML96749011_terminal_strophes.wav,no,no,no,,NA,0,2.661083333,,,no,NA,0,,
145,ML96789591_terminal_strophes.wav,no,no,no,,NA,0,1.30122449,,,no,NA,0,,
146,ML97130171_terminal_strophes.wav,no,no,no,,NA,0,1.296281179,,,no,NA,0,,
147,ML97718781_terminal_strophes.wav,no,use,yes,triplet?,NA,0,1.381043084,**ambiguous? it's clean but weird,,,NA,0,,irregular;  four note strophes
148,ML97782401_terminal_strophes.wav,no,yes,yes,doublet,NA,0,1.500249433,,,,32,0,,
149,ML102373331_terminal_strophes.wav,yes,yes,,,NA,0,1.966485261,,,,33,0,,
150,ML102438111_terminal_strophes.wav,no,no,no,doublet,NA,0.25,1.003265306,**only four notes?,,no,NA,0,,
151,ML103667581_terminal_strophes.wav,no,use,yes,,11,0,1.30739229,,,,15,0,,
152,ML103786851_terminal_strophes.wav,no,no,no,,NA,0,1.493900227,,,no,NA,0,,
153,ML104284141_terminal_strophes.wav,no,no,,NA,NA,0,1.727301587,,,no,NA,0,,
154,ML104303161_terminal_strophes.wav,no,yes,yes,doublet,NA,0,0.82,,,,32,0,,missed duration
155,ML104526071_terminal_strophes.wav,no,no,no,,NA,0,1.468253968,,,no,NA,0,,
156,ML104716561_terminal_strophes.wav,yes,yes,,,NA,0,1.41175,,,,NA,0,,
157,ML104970781_terminal_strophes.wav,yes,use,yes,doublet drops,NA,0,1.666349206,,,,38,0,,could go either way
158,ML105044581_terminal_strophes.wav,no,no,no,,NA,0,1.3685625,,,no,NA,0,,
159,ML105213831_terminal_strophes.wav,yes,yes,,,NA,0,1.709569161,,,,NA,0,,
160,ML105680731_terminal_strophes.wav,no,yes,yes,,NA,0,1.898548753,,,,30,0,,
161,ML105916381_terminal_strophes.wav,no,no,no,,NA,0,2.104979167,,,no,NA,0,,
162,ML105954241_terminal_strophes.wav,yes,use,yes,doublet drops,15,0,1.614729167,,,,15,0,,
163,ML106300881_terminal_strophes_retrim2024.wav,no,use,yes,doublet,15,0,1.26414966,,,,12,0,,
164,ML106441141_terminal_strophes.wav,no,yes,yes,,NA,0,1.298412698,,,,30,0,,
165,ML106497711_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.305770833,,,,NA,0,,
166,ML106877561_terminal_strophes_retrim2024.wav,trim,use,yes,doublet drops,24,0,1.58,**alt: lower threshold to ~20%,,,NA,0,0.9,missed duration (trimmed to resolve)
167,ML106877611_terminal_strophes.wav,no,no,no,NA,NA,0,2.816729167,,,no,NA,0,,
168,ML106961551_terminal_strophes.wav,no,use,yes,doublet,20,0.21,1.288563,"**alt: lower threshold to 20%, trim before 0.25",,,20,0.25,,
169,ML107795761_terminal_strophes.wav,yes,yes,,,NA,0,1.360708333,,,,NA,0,,
170,ML108297581_terminal_strophes.wav,no,use,no,,NA,0,1.076604167,ambiguous?,,,NA,0,,
171,ML122289641_terminal_strophes.wav,no,use,,,20,0,1.2430625,,,,20,0,,missed duration
172,ML122576641_terminal_strophes.wav,yes,yes,,,NA,0,1.164895833,,,,NA,0,,
173,ML124298691_terminal_strophes.wav,yes,yes,,,NA,0,1.906729167,,,,NA,0,,
174,ML143538121_terminal_strophes.wav,no,use,yes,,10,0,1.428125,,,,12,0,,
175,ML147868031_terminal_strophes.wav,no,no,no,,NA,0,1.379666667,,,no,NA,0,,
176,ML148001361_terminal_strophes.wav,no,no,no,NA,NA,0,1.284421769,,,,NA,0,,
177,ML148643661_terminal_strophes.wav,no,no,no,NA,NA,0,1.910270833,,,no,NA,0,,
178,ML149149781_terminal_strophes.wav,no,no,yes,,NA,0,1.412993197,,,,17,0,,
179,ML149162841_terminal_strophes.wav,no,no,no,,NA,0,1.493786848,,,,19,0,,
180,ML149175611_terminal_strophes.wav,no,no,no,,NA,0,2.030793651,,,no,NA,0,,
181,ML149181651_terminal_strophes.wav,no,trim,yes,doublet drops,NA,0,1.2,,,,NA,0,,
182,ML149181731_terminal_strophes.wav,yes,yes,,doublet,NA,0,1.257625,,,,32,0,,
183,ML149539611_terminal_strophes.wav,no,no,no,NA,NA,0,2.006520833,,,,30,0,0.85,
184,ML149539621_terminal_strophes.wav,no,no,no,NA,NA,0,1.525104167,,,no,NA,0,,
185,ML149676381_terminal_strophes_retrim2024.wav,yes,use,yes,doublet drops,30,0,1.614604167,good example of an ambiguous recording (doublet drop vs triplet),,,NA,0,,
186,ML149714511_terminal_strophes.wav,no,no,no,,NA,0,2.037458333,,,,15,0,,
187,ML149927141_terminal_strophes.wav,trim,use,yes,doublet drops,19,0,1.99,**alt: 20% threshold?,,,20,0,1.22,
188,ML150285871_terminal_strophes.wav,no,no,no,NA,NA,0,2.249208333,,,no,NA,0,,
189,ML150335931_terminal_strophes_retrim2024.wav,no,use,yes,,15,0,1.459645833,,,,17,0,,
190,ML150436541_terminal_strophes.wav,no,no,no,,NA,0,1.333166667,,,no,NA,0,,
191,ML150436551_terminal_strophes.wav,no,use,yes,,5,0,2.763125,,,,7,0,,
192,ML150470201_terminal_strophes.wav,no,no,no,,NA,0,1.998875,,,,15,0,1.35,
193,ML150584681_terminal_strophes.wav,yes,use,,,30,0,1.300083333,,,,NA,0,,
194,ML150778241_terminal_strophes.wav,no,no,no,,NA,0,1.988526077,,,,15,0.65,,
195,ML150795391_terminal_strophes.wav,no,no,no,,NA,0,1.337573696,,,no,NA,0,,
196,ML150818621_terminal_strophes.wav,no,yes,yes,,NA,0,1.601587302,,,,30,0,,
197,ML150821241_terminal_strophes.wav,no,no,no,NA,NA,0,1.885541667,,,no,NA,0,,lowering threshold to 10 returned zero signals
198,ML150858011_terminal_strophes.wav,no,no,no,NA,NA,0,1.761609977,,,no,NA,0,,
199,ML150888471_terminal_strophes.wav,no,no,no,doublet,NA,0,1.251229167,,,no,NA,0,,
200,ML151217251_terminal_strophes.wav,no,use,yes,doublet,24,0.4,2.078625,should i trim or is it useless?,,no,NA,0,,
201,ML151217291_terminal_strophes.wav,yes,yes,,doublet,NA,0,1.247125,,,no,NA,0,,recording is exact duplicate of ML149181731
202,ML151217311_terminal_strophes.wav,no,no,no,doublet,NA,0,1.2,repeat of ML149181651,,,10,0,,
203,ML151240401_terminal_strophes.wav,yes,use,yes,,30,0,1.282375,,,,13,0,,missed duration
204,ML152040921_terminal_strophes_retrim2024.wav,no,use,yes,,10,0,1.252479167,,,,17,0,,
205,ML152069651_terminal_strophes.wav,no,use/trim,yes,doublet,28,0,2.5,,,,32,0,,inconsistent doublet (singer restarts doublet sequence midway)
206,ML152125251_terminal_strophes.wav,no,no,yes,doublet,NA,0,2.127505669,ambiguous? trim?,,,30,0,0.95,
207,ML152251971_terminal_strophes.wav,no,no,no,NA,NA,0,2.637346939,,,no,NA,0,,
208,ML152366311_terminal_strophes.wav,yes,yes,,,NA,0,1.970145833,,,,32,0,,
209,ML152381611_terminal_strophes.wav,no,use,yes,,10,0,1.2396875,,,,22,0,,missed duration (would be cretic either way)
210,ML152426451_terminal_strophes_retrim2024.wav,no,use,yes,,9,0,1.805666667,,,,8,0,,
211,ML152567031_terminal_strophes.wav,no,no,no,NA,NA,0,2.0489375,,,no,NA,0,,
212,ML152587961_terminal_strophes.wav,no,yes,yes,,NA,0,1.26890625,,,,27,0,,
213,ML152655191_terminal_strophes.wav,no,no,no,,NA,0,1.3614375,,,,17,0,,
214,ML152763311_terminal_strophes.wav,no,no,no,,NA,0,2.023333333,,,,17,0,,
215,ML152895731_terminal_strophes.wav,no,no,no,NA,NA,0,1.139024943,,,no,NA,0,,
216,ML152956471_terminal_strophes_doublet.wav,no,no,yes,doublet,NA,0,1.1,,,,30,0,,
217,ML152956471_terminal_strophes_triplet.wav,no,no,no,,NA,0,1.331020408,,,,20,0,1.12,
218,ML153008851_terminal_strophes.wav,no,no,no,doublet,NA,0,1.462426304,,,,12,0,1.05,
219,ML153175621_terminal_strophes_retrim2024.wav,yes,use,yes,doublet drops,10,0,1.262104167,,,,15,0,,
220,ML153443091_terminal_strophes.wav,yes,yes,,,NA,0,1.37975,,,,33,0,,
221,ML153561511_terminal_strophes.wav,no,no,no,NA,NA,0,1.206213152,,,no,NA,0,,
222,ML153826801_terminal_strophes.wav,no,yes,yes,,NA,0,1.605583333,,,,10,0,,missed duration
223,ML153826821_terminal_strophes.wav,no,yes,yes,,27,0,1.940104167,,,,33,0,,
224,ML153829731_terminal_strophes.wav,no,no,no,NA,NA,0,2.513151927,,,no,NA,0,,
225,ML153920471_terminal_strophes.wav,no,no,no,NA,NA,0,1.340521542,,,no,NA,0,,lowering threshold to 10 returned zero signals
226,ML154019221_terminal_strophes.wav,no,use,yes,doublet,24,0,1.550791667,,,,25,0,,
227,ML154043581_terminal_strophes.wav,no,yes,yes,,NA,0,1.578367347,,,,NA,0,,
228,ML154118571_terminal_strophes.wav,no,no,no,NA,NA,0,2.040544218,,,no,NA,0,,
229,ML154127181_terminal_strophes.wav,no,no,yes,doublet,10,0.25,1.394833333,,,no,NA,0,,
230,ML154323861_terminal_strophes.wav,no,no,yes,doublet,NA,0,1.458004535,,,,25,0,,
231,ML154719841_terminal_strophes.wav,no,no,no,NA,NA,0,1.213708333,,,no,NA,0,,
232,ML155337671_terminal_strophes.wav,no,no,no,,NA,0,1.936530612,,,,14,0.6,,
233,ML156859031_terminal_strophes.wav,no,no,no,,NA,0,1.275895692,,,no,NA,0,,
234,ML157366601_terminal_strophes.wav,no,no,no,,NA,0,1.902199546,,,no,NA,0,,
235,ML158046011_terminal_strophes.wav,yes,yes,,,NA,0,2.658707483,,,,NA,0,,
236,ML158343781_terminal_strophes.wav,no,no,yes,,NA,0,1.264557823,,,,25,0,,
237,ML160302201_terminal_strophes.wav,no,no,no,doublet,NA,0.7,1.519416667,**alt: threshold to 24? (halp),,,32,0,,
238,ML160553361_terminal_strophes.wav,trim,trim,no,doublet drops,NA,0,0.95,,,,NA,0,,
239,ML160870871_terminal_strophes.wav,no,no,no,NA,NA,0,2.569024943,,,no,NA,0,,
240,ML161672591_terminal_strophes.wav,trim,use,yes,doublet drops,18,0,1.1,,,,NA,0,0.95,
241,ML162376291_terminal_strophes.wav,no,yes,yes,doublet,NA,0,1.364240363,,,,31,0,,
242,ML163314261_terminal_strophes.wav,no,use,yes,,20,0,1.165,,,,20,0,,
243,ML163438911_terminal_strophes.wav,yes,yes,,,NA,0,1.9203125,,,,NA,0,,
244,ML163588521_terminal_strophes.wav,yes,yes,,,NA,0,1.2796875,,,,NA,0,,
245,ML163885511_terminal_strophes.wav,no,use,yes,,NA,0,1.25,,,,10,0,,
246,ML164722191_terminal_strophes.wav,no,no,no,NA,NA,0,1.496371882,,,no,NA,0,,
247,WTSP1.wav,yes,yes,,,NA,0,1.1311875,,match,,NA,0,,
248,WTSP2.wav,no,yes,yes,,NA,0,1.554625,,match,,33,0,,
249,WTSP3.wav,no,no,no,NA,NA,0,1.390770975,,,no,NA,0,,
250,WTSP4.wav,yes,yes,yes,doublet drops?,NA,0,1.1461678,,match,,20,0,,
251,WTSP5_terminal_strophes_retrim2024.wav,no,yes,yes,doublet,NA,0,1.5928125,,match,,22,0,,missed duration
252,WTSP6.wav,yes,yes,yes,doublet drops,NA,0,1.189160998,,match,,15,0,,
253,WTSP7.wav,no,use,yes,triplet?,15,0,2.520666667,ambiguous?,match,,12,0,,inconsistent triplet (singer)
254,WTSP8.wav,no,no,yes,,NA,0,0.85,,,,25,0,,
255,WTSP9_terminal_strophes_retrim2024.wav,yes,yes,yes,doublet drops?,NA,0,1.529041667,,match,,NA,0,,inconsistent triplet (singer)
256,WTSP10.wav,no,no,yes,doublet drops,NA,0,0.85,,,,16,0,,
257,WTSP11.wav,no,yes,yes,doublet drops,NA,0,1.407166667,,match,,32,0,1.1,inconsistent triplet (singer); changed threshold to capture consisten duration in first note of strophes
258,WTSP12.wav,no,no,no,NA,NA,0,1.265333333,,,no,NA,0,,
259,WTSP13.wav,yes,yes,,doublet drops,NA,0,1.435941043,,match,,NA,0,,
260,WTSP14.wav,trim,yes,yes,doublet drops,NA,0,1.198375,,match,,NA,0,,
261,WTSP15_terminal_strophes_retrim2024.wav,yes,yes,yes,doublet drops?,NA,0,2.335291667,,match,,NA,0,,mixture
262,WTSP16.wav,no,no,no,NA,NA,0,2.343895833,,,no,NA,0,,
263,WTSP17.wav,no,use,yes,triplet?,24,0,1.287646,alt: threshold to 23%,match,,27,0,,missed duration
264,WTSP18.wav,no,no,no,NA,NA,0,1.438231293,,,no,NA,0,,
265,WTSP19.wav,no,no,no,NA,NA,0,2.6093125,,,no,NA,0,,
266,WTSP20.wav,no,no,no,NA,NA,0,2.6093125,,,no,NA,0,,
267,WTSP21.wav,yes,yes,yes,doublet drops,NA,0,1.763083333,,match,,NA,0,,
268,WTSP22.wav,no,use,yes,doublet drops,24,0,1.15,,match,,32,0,0.86,
269,WTSP23.wav,yes,yes,,triplet?,NA,0,1.7383125,,match,,33,0,,
270,WTSP24.wav,no,use,yes,,NA,0,1.1,,match,,NA,0,1.1,
271,WTSP25.wav,yes,yes,,,NA,0,1.087708333,,match,,NA,0,,
272,WTSP26.wav,no,no,no,doublet?,NA,0,1.636895833,,,no,NA,0,,
273,WTSP27.wav,no,use/trim,yes,,28,0,2.151083,,match,,30,0,,
